PSurf,Tair,Rainf,Wind,SWdown,RH,TCC
96740.2109375,257.251220703125,0.0,3.347003698348999,30.03522300720215,71.41851043701172,0.897377402733483
97810.3125,258.2759704589844,0.0,2.8933422565460205,33.7972297668457,75.74166107177734,0.6641946296776688
97679.3984375,262.8680114746094,0.0,3.6306445598602295,36.390541076660156,79.21395111083984,0.743992212574835
97269.9140625,260.3894958496094,0.0,1.716713547706604,30.285722732543945,81.30691528320312,0.7660078382901236
98113.1640625,259.53594970703125,0.0,1.202940583229065,28.764177322387695,78.79547119140625,0.9495457759195113
98765.7734375,257.5651550292969,0.0,1.5116597414016724,38.400333404541016,77.83699035644531,0.46237137523588623
98826.1484375,262.4779968261719,1.5003195585450158e-05,4.012431621551514,39.7572135925293,68.78142547607422,0.438047116211171
98035.5703125,270.6811218261719,5.2895436965627596e-05,4.4609456062316895,11.346206665039062,76.85912322998047,0.9995562032360287
96870.875,272.5072021484375,2.205001919719507e-06,3.388733148574829,21.14079475402832,91.48685455322266,0.9991232152757643
95821.6328125,272.2820739746094,0.0,5.564575672149658,22.604074478149414,80.73738861083984,0.9205870833524076
94144.6015625,272.8676452636719,0.0,5.2218403816223145,15.673222541809082,87.43013763427734,0.9774661875187564
95231.4921875,272.7298278808594,0.0,5.137042999267578,31.57154655456543,87.35991668701172,0.934846438689922
96945.3515625,271.7031555175781,0.0,5.208191871643066,23.654382705688477,86.29265594482422,0.9317296883503984
98278.7578125,271.3778076171875,0.0,4.698890209197998,27.787790298461914,84.98180389404297,0.8739133973214512
98792.5859375,269.1470031738281,0.0,3.2670745849609375,21.734909057617188,83.78534698486328,0.8894526421802755
98887.84375,267.9433288574219,0.0,2.6111278533935547,20.12007713317871,85.45006561279297,0.9646660206816922
98203.9453125,268.47052001953125,0.0,1.5281208753585815,28.344688415527344,86.54754638671875,0.9822246043977844
98203.3828125,266.5323181152344,0.0,4.263943195343018,46.712005615234375,81.06575775146484,0.4269986113866297
98136.1953125,266.4871826171875,0.0,5.2227783203125,42.528900146484375,82.3221435546875,0.10320245779480058
97998.7109375,266.6514892578125,0.0,4.037548542022705,41.13936233520508,85.51318359375,0.5317747038387785
98307.7265625,267.1900634765625,0.0,2.7425830364227295,24.43974494934082,85.44132232666016,0.9667126994542189
97779.0859375,266.0265197753906,0.0,1.6984343528747559,42.66273880004883,84.27233123779297,0.8199831891311756
96697.6484375,271.2291564941406,4.473811713978648e-05,3.672618865966797,8.525117874145508,89.1995849609375,0.9996579331532714
96223.5859375,272.0906982421875,0.0,4.620190143585205,33.19669723510742,82.5252914428711,0.9516051709316935
96287.9375,270.1146240234375,0.0,3.927497148513794,44.952457427978516,79.47257232666016,0.8443360596951154
95573.5703125,269.7687683105469,0.0,4.76931619644165,43.88677978515625,77.1850814819336,0.8969959155438229
95854.4140625,270.9356384277344,0.0,2.836211919784546,35.93517303466797,83.54747772216797,0.8534694988275627
95649.8984375,271.52459716796875,0.0,2.4898464679718018,25.59881019592285,89.95535278320312,0.9988987736458478
96024.7265625,272.4473876953125,0.0,2.418100595474243,33.101131439208984,85.3133316040039,0.9520165412845437
96034.25,274.0923767089844,3.450183385211858e-06,2.330944776535034,30.541837692260742,90.27310943603516,0.9302819444656382
96854.9453125,273.2864685058594,0.0,4.497993469238281,59.54631423950195,86.05117797851562,0.8786826230041861
96475.6875,274.078125,1.0826205425473745e-06,5.372880935668945,34.925689697265625,76.92310333251953,0.9885992553370059
95376.96875,274.4675598144531,8.100958802970126e-05,4.362234115600586,12.575060844421387,93.4164047241211,0.9302310795070169
96369.28125,271.9825134277344,0.0,4.114362716674805,53.49153518676758,73.63133239746094,0.6867246272870157
96280.875,272.8292541503906,0.0,3.43839168548584,37.392608642578125,82.50778198242188,0.948373338623289
95978.46875,271.4769592285156,0.0,2.1383416652679443,48.12318420410156,86.0962142944336,0.9773523771738412
97309.03125,270.2142028808594,0.0,1.616198182106018,42.5683479309082,79.49310302734375,0.8166394539138043
96247.8125,270.0101013183594,5.277844593365444e-06,3.887476682662964,46.131595611572266,79.8592529296875,0.8739966886911938
96100.78125,272.8752746582031,1.604593671800103e-05,5.089960098266602,54.499359130859375,81.11565399169922,0.7770054781560436
96574.6484375,266.8826904296875,0.0,1.3370195627212524,50.408565521240234,83.52002716064453,0.8924403226872976
96245.0859375,267.666015625,0.0,3.8383471965789795,49.28853225708008,77.59973907470703,0.9926538283511106
96084.1875,269.8908386230469,0.0,5.931769847869873,53.65641784667969,67.16150665283203,0.9995555674240459
95223.8671875,272.6473693847656,1.2307984434301034e-05,3.455026626586914,16.232404708862305,91.65386962890625,0.9995453944323217
95063.6484375,274.9258117675781,5.794553362648003e-05,1.8327332735061646,30.8398494720459,97.6024169921875,0.9998073489692216
94774.5859375,273.8732604980469,6.80287994327955e-05,2.8411409854888916,29.751617431640625,95.08946990966797,0.9848358842110082
96244.9609375,265.4764404296875,0.0,4.262867450714111,42.35875701904297,81.87183380126953,0.995304528507266
97809.0390625,265.5324401855469,0.0,4.970714092254639,41.526954650878906,81.40669250488281,0.9996649270850818
97563.8984375,264.5556945800781,0.0,4.267617702484131,32.69931411743164,82.05096435546875,0.9999796540165514
97619.9140625,268.08935546875,0.0,1.086746335029602,44.34747314453125,84.92990112304688,0.9593487250698122
98266.8984375,271.6280517578125,0.0,2.0138325691223145,49.85844421386719,91.95946502685547,0.9792439178225729
98912.4375,271.59661865234375,0.0,2.6735153198242188,76.85687255859375,85.42110443115234,0.8913263800934897
98590.4921875,268.0949401855469,0.0,2.3774077892303467,92.88777923583984,75.91317749023438,0.4502299096129685
98198.4453125,268.1021423339844,0.0,1.5489877462387085,94.0521469116211,80.37870025634766,0.46087785288836663
98349.8515625,271.1295471191406,0.0,2.2713873386383057,39.580692291259766,87.59444427490234,0.9775380342728092
98955.0,271.6996765136719,0.0,2.993591547012329,44.97890853881836,83.98607635498047,0.8701195072202808
99646.8984375,270.0257873535156,0.0,2.1835851669311523,76.31327056884766,80.18988800048828,0.49939852186430245
99223.7890625,268.6720886230469,0.0,1.7396949529647827,78.67261505126953,79.98949432373047,0.8967199731433019
98265.0703125,270.3898620605469,0.0,2.5030691623687744,90.4406509399414,71.42975616455078,0.7761051683884456
96952.9140625,270.988037109375,0.0,2.99204421043396,106.29462432861328,62.320858001708984,0.06789391095580344
97034.125,273.2318420410156,0.0,4.106980323791504,109.69576263427734,70.93212890625,0.6936607002070204
98120.4375,275.1439208984375,0.0,5.427768707275391,87.33157348632812,81.25494384765625,0.7669087838697043
98324.1484375,277.577392578125,0.0,5.00739860534668,45.74723434448242,92.57170867919922,0.999558110671977
98229.0,278.0077819824219,7.406547229038551e-05,4.20547342300415,30.980514526367188,94.82440185546875,0.999143561259213
98685.5234375,274.0726318359375,0.0,1.4071636199951172,120.25796508789062,90.14986419677734,0.7943663243454951
97791.3125,275.58551025390625,0.0,2.6731441020965576,66.64673614501953,89.3468017578125,0.8452592586940931
97071.8359375,278.0579528808594,0.0,4.483678340911865,106.96087646484375,72.6086196899414,0.7039373292844826
97781.2109375,275.70159912109375,1.974085535039194e-05,3.420574188232422,115.6518325805664,83.76651000976562,0.7638619728482849
96688.65625,276.018310546875,0.00012695199984591454,6.651804447174072,85.42703247070312,82.02236938476562,0.924133006780299
96695.71875,273.9164733886719,7.460525466740364e-06,4.843865871429443,135.94317626953125,73.63555908203125,0.59831242783534
96347.8125,274.7972106933594,0.00011230201926082373,3.767124891281128,40.49909591674805,83.9133529663086,0.9966937776896119
96415.1484375,278.6763000488281,4.2882227717200294e-05,4.841822147369385,78.54177856445312,79.22473907470703,0.8284954399564596
96719.0703125,277.4962158203125,3.193335942341946e-05,4.099043846130371,83.71874237060547,79.5544204711914,0.8989008082441924
96535.3125,274.5854187011719,6.623971421504393e-05,3.4371025562286377,36.411285400390625,97.16361236572266,1.0
95811.0234375,274.2704772949219,5.078688627691008e-05,4.458033561706543,49.457550048828125,97.48461151123047,0.9999949135041378
95244.3671875,275.2699279785156,4.762177195516415e-05,2.7818024158477783,35.298213958740234,96.26738739013672,0.9995466660562872
95983.5,276.04559326171875,0.0,3.8217599391937256,117.46025848388672,71.78036499023438,0.8359350759668157
96166.125,275.2989196777344,1.3676720300281886e-05,3.3047497272491455,89.7606430053711,86.2221908569336,0.9233592235972715
96279.5390625,273.1370544433594,5.814508313051192e-06,2.128967523574829,123.4211654663086,84.24028778076172,0.8857280555852268
95989.7890625,274.3661804199219,0.0,2.380023241043091,151.0058135986328,83.39911651611328,0.606622490450104
96052.3203125,278.304931640625,0.0,4.581075668334961,107.36002349853516,79.47355651855469,0.7575394584916507
96881.8359375,277.4243469238281,0.0,4.847803592681885,190.63134765625,59.08145523071289,0.5845585430241252
97200.3125,275.599609375,2.7064224923378788e-05,3.9448604583740234,150.0074005126953,76.09017944335938,0.5875379579753711
97856.2734375,274.1451416015625,0.0,2.00919508934021,180.80126953125,64.72418975830078,0.35932278394091527
96750.5390625,279.0257568359375,4.78163747175131e-05,5.218942165374756,90.06299591064453,71.7872543334961,0.9397027706142961
95894.34375,282.4740905761719,0.0,5.488943576812744,123.59545135498047,81.24406433105469,0.8581846804917624
95630.375,279.3251953125,0.0,6.0021071434021,115.36151123046875,69.9337158203125,0.745986754764775
95033.6875,280.3260192871094,2.902100095525384e-05,4.088608741760254,98.95195770263672,72.34414672851562,0.9768462708355589
95360.5078125,275.5971374511719,6.83173057041131e-05,3.944035530090332,47.92710876464844,91.4842300415039,0.9999249741860335
95726.9453125,275.053955078125,5.974501254968345e-05,4.779330253601074,54.09835433959961,95.17950439453125,0.9999898270082758
96548.0859375,275.21722412109375,3.232445669709705e-05,3.999603509902954,71.40994262695312,90.87320709228516,0.9596418343938676
96709.6015625,275.4967346191406,1.7524131180834956e-05,3.0791141986846924,66.9041519165039,93.74435424804688,0.8761393750731185
96391.5078125,277.944091796875,3.427498813834973e-05,3.5609347820281982,146.6111297607422,85.55757904052734,0.772341797262448
95827.0859375,277.1039123535156,4.961333252140321e-05,3.948202133178711,121.92401885986328,81.83527374267578,0.6980096541691463
96218.3359375,275.9417724609375,1.585316022101324e-05,2.2752597332000732,150.96514892578125,77.33051300048828,0.9959664087813264
96453.3984375,276.5516662597656,3.69718145520892e-05,1.4916478395462036,169.51580810546875,87.21312713623047,0.8915457352275444
96945.1640625,277.1127014160156,0.0,1.5113474130630493,112.34488677978516,83.7975082397461,0.9996477601615471
97277.0234375,276.73681640625,5.0022918003378436e-05,3.7428207397460938,91.21398162841797,85.19306182861328,0.9974192391619489
97715.1484375,276.3936767578125,0.0,2.07431697845459,84.56461334228516,86.5491943359375,0.9889839215865798
97459.0625,277.8480529785156,0.0,4.047225475311279,202.49114990234375,76.75765228271484,0.7419347249986012
97036.96875,280.685302734375,0.0,4.0438761711120605,241.2567596435547,65.22989654541016,0.085825080493797
96652.8359375,282.696533203125,0.0,4.9233245849609375,245.4099884033203,58.2142448425293,0.15045727597800598
97182.9140625,282.8733215332031,0.0,2.093291997909546,138.72935485839844,74.3958969116211,0.9716186247132489
97671.2265625,284.0201416015625,0.0,1.5476622581481934,236.8104248046875,64.03339385986328,0.0933537301817405
97739.4765625,284.7631530761719,0.0,2.409879446029663,224.16845703125,63.076236724853516,0.07829643080585355
98338.9921875,284.7900085449219,0.0,2.0948867797851562,243.3776092529297,64.31619262695312,0.23374546666056287
97796.6484375,280.6495056152344,0.00019933971634600312,2.9245641231536865,120.21642303466797,84.7714614868164,0.9311415622663392
97708.3984375,275.6126708984375,2.0630817743949592e-05,3.8187057971954346,44.56801223754883,93.21060943603516,0.9921731544921388
98521.3671875,275.2795715332031,0.0,2.6896657943725586,178.91932678222656,69.21747589111328,0.8943255052162016
98519.34375,277.3229675292969,0.0,1.1210023164749146,123.76268768310547,65.03459167480469,0.955807888137783
97762.875,278.6806945800781,3.581106648198329e-05,2.4282283782958984,136.48731994628906,76.02800750732422,0.943192742587704
97202.03125,278.6616516113281,1.9999313735752366e-05,3.144871473312378,81.6518783569336,87.3951644897461,0.837743325245805
96791.25,279.5706481933594,4.155913120484911e-05,3.8484551906585693,133.70794677734375,85.11009979248047,0.7288541650771366
95906.8671875,281.8811950683594,4.875961531070061e-05,4.638871669769287,92.1844711303711,81.87483215332031,0.9975158825833296
95678.4375,281.6665954589844,3.635592292994261e-05,4.675994396209717,161.8210906982422,78.71598052978516,0.7801012467001357
96445.4375,279.7801818847656,6.903801840962842e-05,2.1017725467681885,118.93965911865234,82.79975891113281,0.8523549204217723
97204.75,279.86004638671875,0.0,1.8746036291122437,143.73204040527344,78.29401397705078,0.9081518725934515
97875.0703125,278.448486328125,0.0,3.0277843475341797,161.0508575439453,79.0848159790039,0.7824429422326666
97629.5390625,278.4134216308594,0.0,2.0271108150482178,157.98712158203125,71.0444564819336,0.8420897359599998
96998.6875,279.6298522949219,0.0,3.7116928100585938,134.43519592285156,73.80499267578125,0.9778457672724684
96215.5859375,278.0854187011719,8.465497376164421e-05,5.764310359954834,93.69268798828125,78.23761749267578,0.7235476782689636
96535.7109375,276.4014892578125,2.878159466490615e-05,3.9165995121002197,187.3572540283203,81.03817749023438,0.8546451151836987
95765.2890625,276.8821105957031,3.366643068147823e-05,6.591616153717041,242.21961975097656,71.94149780273438,0.510408242157895
96836.9921875,275.79620361328125,1.9678236640174873e-05,4.242784023284912,221.0972442626953,75.66531372070312,0.7084032726514377
97181.3359375,275.575927734375,5.466738366521895e-05,2.107804536819458,172.7130126953125,89.2753677368164,0.9395342804388628
97842.4921875,276.9230651855469,2.9673670724150725e-05,1.4318113327026367,181.9754180908203,85.36929321289062,0.8736056643217921
97986.8984375,276.3968811035156,5.036748552811332e-05,2.674440622329712,212.43328857421875,84.58348846435547,0.6569088601671423
98287.9609375,278.7174987792969,0.0,2.348968744277954,230.1704864501953,64.3724594116211,0.43535190921622186
98240.84375,282.5320129394531,0.0,2.2606728076934814,285.0093688964844,55.76617431640625,0.18074227234116144
97974.4140625,285.70465087890625,0.0,1.6108837127685547,280.1788635253906,51.94209671020508,0.12193920111495993
98516.5859375,280.8671569824219,0.0,2.972684144973755,202.02220153808594,66.53412628173828,0.4709166882842741
98329.5390625,279.7485656738281,9.825549932429567e-05,2.7195494174957275,95.93212890625,82.9237289428711,0.9150364447428522
98521.2421875,283.1480407714844,1.3417743502941448e-05,3.051488161087036,92.2928695678711,87.8290023803711,0.9466089603711106
99120.4453125,285.0984802246094,0.0,1.7676626443862915,165.6566162109375,75.33259582519531,0.9204503837761129
98947.2109375,287.9111022949219,0.0,1.297200083732605,277.8794860839844,69.14049530029297,0.10514295596620532
98086.2734375,290.6077880859375,0.0,1.6857861280441284,284.5572814941406,62.67694091796875,0.005338277407311333
97141.5625,291.76434326171875,0.0,2.8552989959716797,285.2547302246094,56.46696472167969,0.0542080580267448
96917.2890625,289.0859375,1.9898126993211918e-05,3.71820330619812,170.16278076171875,69.4013900756836,0.7735320372941876
97382.7109375,285.8202819824219,4.164088750258088e-05,2.4309685230255127,106.7824935913086,81.7568588256836,0.9674101851993143
97842.0234375,285.89892578125,0.0,1.4491300582885742,184.69073486328125,75.21085357666016,0.7532610796596116
97315.5859375,289.8395080566406,0.0,4.807159900665283,244.4518585205078,75.38204956054688,0.6829510831692938
97587.3203125,286.452880859375,0.0,3.8905880451202393,166.50289916992188,64.46858978271484,0.7990497154105566
97631.7265625,286.43341064453125,0.0,2.7980644702911377,195.6139373779297,74.71471405029297,0.5656507662806015
97305.6640625,289.2533264160156,3.1956409657141194e-05,2.8114616870880127,253.5640106201172,74.5893325805664,0.4926112289482652
96842.2734375,285.0822448730469,0.0002448897866997868,2.834611177444458,125.3142318725586,89.65364837646484,0.9048755334462536
97127.6015625,283.2867431640625,4.244620504323393e-05,4.322611331939697,231.8877716064453,75.08899688720703,0.5467232793656123
97251.5078125,288.2122497558594,0.0,3.1288576126098633,234.9883270263672,62.6865348815918,0.8369072324884664
97084.7265625,287.1356506347656,4.210024417261593e-05,2.5637025833129883,112.32666015625,79.57328033447266,0.9936482382921582
97749.2265625,286.3735656738281,0.0,3.56962513923645,204.08416748046875,70.5401382446289,0.48773010035656333
97954.3515625,291.7859191894531,0.0,2.64214825630188,280.2740783691406,65.79145050048828,0.5214859943336436
